,name,Price,year,kms_driven,fuel_type,company
16483,Mahindra Scorpio S5,1300000,2019,30000,Diesel,Mahindra
16484,BMW 5 Series,1750000,2011,71000,Diesel,BMW
16485,Chevrolet Beat Diesel,180000,2012,120000,Diesel,Chevrolet
16486,Maruti Alto 800,290000,2016,25000,Petrol,Maruti
16487,Hyundai Tucson 2.0,1764999,2018,12000,Petrol,Hyundai
16488,Honda City i,550000,2014,100000,Diesel,Honda
16489,Renault Duster Petrol,1099000,2019,7131,Petrol,Renault
16490,Maruti Dzire VXI,675000,2017,30500,Petrol,Maruti
16491,Hyundai i20 Petrol,795000,2018,20000,Petrol,Hyundai
16492,Maruti Alto 800,295000,2015,15000,Petrol,Maruti
16493,Honda Amaze S,455000,2015,63000,Diesel,Honda
16494,BMW X1 sDrive20d,2050000,2016,55000,Diesel,BMW
16495,Mahindra Verito 1.5,261000,2013,110000,Diesel,Mahindra
16496,Chevrolet Aveo U-VA,195000,2008,92000,Petrol,Chevrolet
16497,BMW 5 Series,5150000,2018,23000,Diesel,BMW
16498,Toyota Etios Liva,400000,2015,65000,Diesel,Toyota
16499,Datsun RediGO S,280000,2017,40000,Petrol,others
16500,Ford Figo 1.2P,550000,2016,30000,Petrol,Ford
16501,Maruti Ciaz ZDi,750000,2016,35000,Diesel,Maruti
16502,Hyundai Santro Sportz,650000,2019,6932,Petrol,Hyundai
16503,Honda Jazz S,225000,2009,53000,Petrol,Honda
16504,Honda Mobilio E,500000,2015,60000,Petrol,Honda
16505,Maruti Omni MPI,210000,2017,90000,Petrol,Maruti
16506,Maruti Alto K10,210000,2013,50000,Petrol,Maruti
16507,Maruti Baleno Zeta,611000,2016,38953,Petrol,Maruti
16508,Maruti Ritz VXi,325000,2013,86400,Petrol,Maruti
16509,Honda Amaze VX,825000,2018,17362,Petrol,Honda
16510,Hyundai Verna 1.6,585000,2015,56000,Diesel,Hyundai
16511,Volkswagen Vento Diesel,451000,2012,98078,Diesel,Volkswagen
16512,Volkswagen Polo 1.2,615000,2015,7000,Petrol,Volkswagen
16513,Hyundai i10 Magna,286000,2011,68000,Petrol,Hyundai
16514,Toyota Etios G,335000,2013,46300,Petrol,Toyota
16515,Maruti Swift VDI,420000,2013,130000,Diesel,Maruti
16516,Ford Figo Petrol,285000,2014,105000,Petrol,Ford
16517,Renault KWID RXT,349000,2017,8905,Petrol,Renault
16518,Mitsubishi Pajero 2.8,550000,2010,110000,Diesel,others
16519,Ford Figo 1.5D,520000,2017,80000,Diesel,Ford
16520,Toyota Corolla Altis,579000,2012,124325,Diesel,Toyota
16521,Toyota Innova 2.5,430000,2009,180000,Diesel,Toyota
16522,Ford Fiesta 1.5,281000,2012,62000,Diesel,Ford
16523,Volkswagen Vento Petrol,385000,2013,40000,Petrol,Volkswagen
16524,BMW Z4 2009-2013,3100000,2010,5022,Petrol,BMW
16525,Honda City i,375000,2010,54000,Petrol,Honda
16526,Mahindra Xylo H8,800000,2015,53000,Diesel,Mahindra
16527,Hyundai Xcent 1.1,409999,2017,120000,Diesel,Hyundai
16528,Volkswagen GTI 1.8,1989999,2017,31773,Petrol,Volkswagen
16529,Mitsubishi Cedia Sports,325000,2007,81619,Petrol,others
16530,Maruti Swift VXI,380000,2014,98145,Petrol,Maruti
16531,Maruti Ertiga VDI,600000,2012,50000,Diesel,Maruti
16532,Jeep Compass 1.4,1495000,2019,14000,Petrol,others
16533,Hyundai i20 1.4,620000,2018,40000,Diesel,Hyundai
16534,Ford Fiesta 1.4,215000,2007,74000,Diesel,Ford
16535,Maruti Wagon R,370000,2014,71000,CNG,Maruti
16536,Datsun RediGO T,250000,2017,15000,Petrol,others
16537,Maruti Swift ZDi,484999,2012,80000,Diesel,Maruti
16538,Maruti Ertiga BSIV,950000,2018,13158,Petrol,Maruti
16539,Maruti Zen LX,58000,2000,25000,Petrol,Maruti
16540,Maruti Swift VDI,445000,2013,54000,Diesel,Maruti
16541,Hyundai Verna Anniversary,1200000,2018,12000,Petrol,Hyundai
16542,Maruti Swift ZDi,450000,2013,225000,Diesel,Maruti
16543,Hyundai i20 Active,750000,2018,25000,Petrol,Hyundai
16544,Maruti Swift VDI,550000,2014,70000,Diesel,Maruti
16545,Honda City i-VTEC,1100000,2017,27000,Petrol,Honda
16546,Hyundai Santro Xing,90000,2009,120000,Petrol,Hyundai
16547,Tata Nano XM,86250,2016,50000,Petrol,Tata
16548,Volkswagen Passat Diesel,1325000,2012,45834,Diesel,Volkswagen
16549,Mahindra Xylo E6,500000,2010,80000,Diesel,Mahindra
16550,Toyota Etios Liva,375000,2012,58002,Petrol,Toyota
16551,Isuzu D-Max V-Cross,1050000,2016,80000,Diesel,others
16552,Maruti Wagon R,315000,2017,50000,Petrol,Maruti
16553,BMW 5 Series,3100000,2014,75000,Diesel,BMW
16554,Hyundai i20 2015-2017,695000,2017,37015,Petrol,Hyundai
16555,Hyundai Santro Xing,265000,2009,70000,Petrol,Hyundai
16556,Maruti Alto 800,280000,2018,20000,Petrol,Maruti
16557,Skoda Rapid 1.6,521000,2014,20353,Diesel,Skoda
16558,Renault KWID AMT,434999,2017,35000,Petrol,Renault
16559,Ford Ecosport 2015-2021,944999,2019,11000,Diesel,Ford
16560,Maruti Ignis 1.2,492000,2018,25000,Petrol,Maruti
16561,Maruti Ritz VXi,265000,2012,23000,Petrol,Maruti
16562,Ford Endeavour 2.2,2250000,2016,38000,Diesel,Ford
16563,Skoda Octavia 2.0,2000000,2018,55000,Diesel,Skoda
16564,Tata Nano XT,219000,2017,20700,Petrol,Tata
16565,Maruti Ritz VDi,295000,2013,63000,Diesel,Maruti
16566,Maruti Vitara Brezza,695000,2017,52000,Diesel,Maruti
16567,BMW 5 Series,2675000,2016,42000,Diesel,BMW
16568,Toyota Etios Liva,425000,2013,90250,Diesel,Toyota
16569,Honda City i,800000,2015,23000,Petrol,Honda
16570,Hyundai Creta 1.6,950000,2015,97247,Diesel,Hyundai
16571,Skoda Superb Elegance,449000,2010,54000,Petrol,Skoda
16572,Mahindra Xylo E8,415000,2012,47085,Diesel,Mahindra
16573,Mercedes-Benz C-Class C,2800000,2016,29052,Petrol,Mercedes-Benz
16574,Maruti Baleno Sigma,515000,2018,38000,Petrol,Maruti
16575,Jaguar XF 2.2,2350000,2015,34000,Diesel,others
16576,Ford Fiesta 1.6,195000,2010,70000,Petrol,Ford
16577,Volkswagen Polo 1.2,499000,2015,20000,Petrol,Volkswagen
16578,Honda Amaze S,490000,2015,39600,Diesel,Honda
16579,Audi A6 35,3125000,2016,35000,Diesel,Audi
16580,Volkswagen Polo Petrol,650000,2016,59000,Petrol,Volkswagen
16581,Hyundai i10 Magna,350000,2016,35000,Petrol,Hyundai
16582,Hyundai Grand i10,495000,2014,40000,Petrol,Hyundai
16583,Chevrolet Beat Diesel,170000,2012,189000,Diesel,Chevrolet
16584,Mahindra Scorpio S4,875000,2015,35000,Diesel,Mahindra
16585,Renault Duster 85PS,600000,2016,70000,Diesel,Renault
16586,Mercedes-Benz C-Class C,425000,2006,45000,Diesel,Mercedes-Benz
16587,Nissan Sunny XL,425000,2015,58000,Petrol,Nissan
16588,Toyota Corolla Altis,900000,2015,50000,Petrol,Toyota
16589,Maruti Omni E,229999,2010,50000,Petrol,Maruti
16590,Maruti Ertiga ZXI,550000,2013,15000,Petrol,Maruti
16591,Honda BRV i-VTEC,1050000,2016,10501,Petrol,Honda
16592,Fiat Punto 1.3,100000,2010,120000,Diesel,others
16593,Mahindra KUV 100,500000,2016,25000,Petrol,Mahindra
16594,Renault Duster 110PS,470000,2015,100000,Diesel,Renault
16595,Mahindra XUV500 W6,950000,2015,40000,Diesel,Mahindra
16596,Volkswagen Vento Petrol,490000,2012,79324,Petrol,Volkswagen
16597,Maruti Vitara Brezza,750000,2019,20000,Diesel,Maruti
16598,Honda Jazz 1.5,545000,2016,90000,Diesel,Honda
16599,Tata Indigo CR4,250000,2012,90000,Diesel,Tata
16600,Mercedes-Benz GLE Class,4300000,2016,50000,Diesel,Mercedes-Benz
16601,Maruti Wagon R,160000,2009,55000,Petrol,Maruti
16602,Renault Duster 85PS,415000,2013,110000,Diesel,Renault
16603,Toyota Innova 2.5,894999,2014,69000,Diesel,Toyota
16604,Hyundai i20 Asta,660000,2015,24000,Diesel,Hyundai
16605,Maruti Alto 800,340000,2017,61000,CNG,Maruti
16606,Maruti Alto K10,355000,2014,64531,Petrol,Maruti
16607,Renault Duster SANDSTORM,900000,2018,40000,Diesel,Renault
16608,Maruti Wagon R,425000,2015,57000,Petrol,Maruti
16609,Maruti Swift VDI,325000,2010,75000,Diesel,Maruti
16610,Volkswagen Polo 1.2,675000,2017,55000,Petrol,Volkswagen
16611,Hyundai Tucson 2.0,1500000,2017,44000,Diesel,Hyundai
16612,Renault KWID AMT,405000,2017,35000,Petrol,Renault
16613,Mahindra XUV500 W10,944999,2015,120000,Diesel,Mahindra
16614,Maruti Alto 800,250000,2016,50000,Petrol,Maruti
16615,Mahindra Thar CRDe,700000,2017,25000,Diesel,Mahindra
16616,Volkswagen Polo 2015-2019,550000,2019,20000,Petrol,Volkswagen
16617,Hyundai Getz 1.1,175000,2007,68000,Petrol,Hyundai
16618,Hyundai i20 Asta,280000,2009,50000,Petrol,Hyundai
16619,Maruti Swift LXI,265000,2010,91000,Petrol,Maruti
16620,Skoda Rapid 1.6,610000,2014,52135,Diesel,Skoda
16621,Maruti S-Cross 2017-2020,850000,2018,40000,Diesel,Maruti
16622,Honda Amaze EX,450000,2015,48000,Diesel,Honda
16623,Ford Figo Diesel,415000,2013,87000,Diesel,Ford
16624,Tata Safari 2005-2017,349000,2012,77450,Diesel,Tata
16625,Ford Ecosport 1.5,459999,2013,88000,Diesel,Ford
16626,Honda Jazz 1.2,600000,2016,46774,Petrol,Honda
16627,Mercedes-Benz C-Class C,740000,2010,45000,Diesel,Mercedes-Benz
16628,Mahindra XUV500 W6,800000,2015,50000,Diesel,Mahindra
16629,Mercedes-Benz GLE Class,3950000,2016,68400,Diesel,Mercedes-Benz
16630,Maruti Ciaz 1.3,702000,2018,50000,Diesel,Maruti
16631,Hyundai i10 Magna,275000,2010,60000,Petrol,Hyundai
16632,Audi Q3 2.0,1200000,2012,120000,Diesel,Audi
16633,Maruti Alto 800,236000,2013,52000,Petrol,Maruti
16634,Skoda Rapid 1.6,575000,2015,33000,Petrol,Skoda
16635,Mahindra Scorpio EX,450000,2014,213000,Diesel,Mahindra
16636,Maruti Swift VDI,725000,2018,40000,Diesel,Maruti
16637,Hyundai Santro Xing,110000,2008,85000,Petrol,Hyundai
16638,Hyundai i10 Era,190000,2008,57000,Petrol,Hyundai
16639,Renault Duster 85PS,740000,2014,57000,Diesel,Renault
16640,Toyota Etios VD,400000,2014,225000,Diesel,Toyota
16641,Volkswagen Polo Petrol,299000,2012,58700,Petrol,Volkswagen
16642,Maruti Alto 800,229999,2015,30000,Petrol,Maruti
16643,Honda Mobilio RS,605000,2014,71000,Diesel,Honda
16644,Hyundai EON Magna,211000,2015,35000,Petrol,Hyundai
16645,Ford Figo Diesel,200000,2011,110000,Diesel,Ford
16646,Volkswagen Polo Petrol,395000,2010,50000,Petrol,Volkswagen
16647,Skoda Octavia Elegance,1275000,2015,81000,Petrol,Skoda
16648,Maruti Swift VXI,574000,2018,41000,Petrol,Maruti
16649,Hyundai Verna 1.6,690000,2014,43000,Petrol,Hyundai
16650,Maruti Ciaz 1.3,725000,2017,38629,Diesel,Maruti
16651,Mahindra Scorpio 2009-2014,599000,2012,85000,Diesel,Mahindra
16652,BMW 7 Series,1950000,2010,71000,Diesel,BMW
16653,Honda Brio S,325000,2012,57000,Petrol,Honda
16654,MG Hector Sharp,2075000,2019,35803,Diesel,others
16655,Hyundai Grand i10,550000,2017,47961,Petrol,Hyundai
16656,Maruti Ciaz Alpha,1015000,2018,11113,Petrol,Maruti
16657,Datsun RediGO T,259000,2017,80000,Petrol,others
16658,Honda City i,550000,2015,42000,Petrol,Honda
16659,Hyundai EON Era,260000,2014,18111,Petrol,Hyundai
16660,Hyundai Grand i10,484999,2015,69000,Petrol,Hyundai
16661,Hyundai Xcent 1.2,550000,2019,25000,Petrol,Hyundai
16662,Maruti Wagon R,350000,2015,90000,Petrol,Maruti
16663,Ford Ecosport 2015-2021,550000,2016,33000,Petrol,Ford
16664,Honda City i,875000,2015,15000,Petrol,Honda
16665,Mahindra XUV500 W8,1245000,2016,72000,Diesel,Mahindra
16666,Maruti 800 AC,89000,2008,73000,Petrol,Maruti
16667,Maruti Swift AMT,875000,2019,30000,Diesel,Maruti
16668,Nissan Terrano XV,550000,2014,175000,Diesel,Nissan
16669,Maruti Swift LXI,475000,2017,75000,Petrol,Maruti
16670,Maruti Vitara Brezza,711000,2018,30000,Diesel,Maruti
16671,Honda City i-VTEC,1050000,2017,25000,Petrol,Honda
16672,Ford Figo 1.2P,500000,2017,40000,Petrol,Ford
16673,Maruti Swift ZDI,800000,2018,59311,Diesel,Maruti
16674,Hyundai i20 1.4,359000,2012,77000,Diesel,Hyundai
16675,Skoda Fabia 1.2,325000,2011,54000,Diesel,Skoda
16676,Maruti Alto K10,290000,2014,53000,Petrol,Maruti
16677,Maruti Swift ZXI,220000,2008,80000,Petrol,Maruti
16678,Maruti Ertiga CNG,900000,2018,56000,CNG,Maruti
16679,Chevrolet Beat Diesel,215000,2016,90000,Diesel,Chevrolet
16680,Nissan Micra XV,265000,2015,47000,Petrol,Nissan
16681,Hyundai i20 Petrol,850000,2018,30000,Petrol,Hyundai
16682,Tata Nano Lx,110000,2011,63924,Petrol,Tata
16683,Datsun RediGO T,270000,2017,28100,Petrol,others
16684,Tata Sumo MKII,250000,2010,120000,Diesel,Tata
16685,Hyundai Verna CRDi,750000,2017,56100,Diesel,Hyundai
16686,Hyundai Creta 1.4,1100000,2019,40000,Diesel,Hyundai
16687,Chevrolet Enjoy Petrol,400000,2013,60000,Petrol,Chevrolet
16688,Maruti XL6 Alpha,1000000,2019,20000,Petrol,Maruti
16689,Toyota Innova 2.5,1550000,2014,44000,Diesel,Toyota
16690,BMW X3 xDrive20d,2025000,2014,65000,Diesel,BMW
16691,Tata Indica Vista,170000,2012,120000,Diesel,Tata
16692,Hyundai Santro Xing,175000,2004,63630,Petrol,Hyundai
16693,Honda Accord VTi-L,300000,2007,56546,Petrol,Honda
16694,Maruti Alto LXi,91000,2008,60000,Petrol,Maruti
16695,Mahindra Marazzo M8,1450000,2019,50000,Diesel,Mahindra
16696,Tata Sumo CX,140000,2008,120000,Diesel,Tata
16697,Volkswagen Polo 1.2,575000,2014,40000,Petrol,Volkswagen
16698,Nissan Terrano XE,500000,2014,90000,Diesel,Nissan
16699,Hyundai Verna 1.6,875000,2017,20000,Petrol,Hyundai
16700,Volkswagen Ameo 1.0,575000,2018,19600,Petrol,Volkswagen
16701,Maruti Swift VDI,700000,2018,50000,Diesel,Maruti
16702,Hyundai i10 Sportz,325000,2012,75750,Petrol,Hyundai
16703,Toyota Fortuner 2016-2021,3300000,2019,33000,Diesel,Toyota
16704,Hyundai Grand i10,525000,2016,29000,Petrol,Hyundai
16705,Mahindra TUV 300,700000,2017,15000,Diesel,Mahindra
16706,Renault Duster Adventure,850000,2017,60000,Diesel,Renault
16707,Hyundai EON Era,275000,2012,34000,Petrol,Hyundai
16708,Maruti Swift Dzire,400000,2011,80930,Petrol,Maruti
16709,Mahindra Scorpio 1.99,985000,2017,68000,Diesel,Mahindra
16710,Maruti Ertiga SHVS,850000,2016,110000,Diesel,Maruti
16711,Land Rover Discovery,4750000,2019,4000,Diesel,others
16712,Nissan Sunny Diesel,320000,2012,77000,Diesel,Nissan
16713,Chevrolet Beat LS,315000,2016,64000,Petrol,Chevrolet
16714,Maruti Eeco 5,130000,2010,22000,Petrol,Maruti
16715,Renault KWID 1.0,440000,2019,8500,Petrol,Renault
16716,Honda New Accord,675000,2012,51000,Petrol,Honda
16717,Hyundai Xcent 2016-2017,400000,2016,120000,Petrol,Hyundai
16718,Honda Amaze VX,825000,2018,20833,Petrol,Honda
16719,Tata Nano Twist,180000,2014,48931,Petrol,Tata
16720,Hyundai Verna 1.6,635000,2015,71000,Petrol,Hyundai
16721,BMW 5 Series,2499000,2015,25000,Diesel,BMW
16722,Maruti Celerio VXI,390000,2017,49600,Petrol,Maruti
16723,Honda Amaze VX,400000,2014,81747,Petrol,Honda
16724,Maruti Alto K10,350000,2015,32900,Petrol,Maruti
16725,Maruti Ertiga CNG,925000,2019,34000,CNG,Maruti
16726,Tata Indigo LS,90000,2006,90000,Diesel,Tata
16727,Hyundai Xcent 1.2,551000,2014,82207,Petrol,Hyundai
16728,BMW X1 sDrive20d,1300000,2015,45000,Diesel,BMW
16729,Hyundai i10 Asta,385000,2014,82000,Petrol,Hyundai
16730,Ford Figo Petrol,240000,2010,63500,Petrol,Ford
16731,Hyundai i10 Era,265000,2013,72000,Petrol,Hyundai
16732,Nissan Sunny XL,285000,2012,113546,Petrol,Nissan
16733,Chevrolet Cruze LTZ,625000,2011,78000,Diesel,Chevrolet
16734,Renault Pulse Petrol,315000,2013,53000,Petrol,Renault
16735,Ford Fiesta Classic,280000,2012,80000,Diesel,Ford
16736,Hyundai i20 Sportz,400000,2012,43000,Diesel,Hyundai
16737,BMW 3 Series,1650000,2014,41000,Diesel,BMW
16738,Chevrolet Aveo 1.4,210000,2009,74000,Petrol,Chevrolet
16739,Tata Manza Aura,200000,2010,100000,Petrol,Tata
16740,Hyundai Verna 1.6,495000,2011,46000,Petrol,Hyundai
16741,Maruti Wagon R,385000,2013,40000,Petrol,Maruti
16742,Hyundai i20 2015-2017,795000,2019,25000,Petrol,Hyundai
16743,Mercedes-Benz C-Class C,649000,2009,56000,Petrol,Mercedes-Benz
16744,Hyundai Creta 1.6,1150000,2016,70000,Diesel,Hyundai
16745,Maruti Swift Dzire,595000,2014,89504,Diesel,Maruti
16746,Hyundai Xcent 1.1,459999,2016,80000,Diesel,Hyundai
16747,Chevrolet Spark 1.0,195000,2008,42000,Petrol,Chevrolet
16748,Maruti Alto K10,360000,2017,30000,Petrol,Maruti
16749,Volkswagen Vento Petrol,350000,2012,57500,Petrol,Volkswagen
16750,Volkswagen Polo 2015-2019,655000,2016,63000,Diesel,Volkswagen
16751,Toyota Etios Liva,500000,2014,120000,Diesel,Toyota
16752,Honda City i-DTEC,1300000,2019,9000,Diesel,Honda
16753,Tata Nano Lx,69000,2010,55485,Petrol,Tata
16754,Honda CR-V 2.0L,1525000,2014,59000,Petrol,Honda
16755,Toyota Fortuner 3.0,1175000,2011,91000,Diesel,Toyota
16756,Maruti Alto K10,325000,2016,68000,Petrol,Maruti
16757,Hyundai Creta 1.6,1035000,2017,20000,Petrol,Hyundai
16758,Ford Fiesta Classic,375000,2012,46000,Diesel,Ford
16759,Skoda Kodiaq 2.0,3775000,2019,3800,Diesel,Skoda
16760,Hyundai i20 Magna,330000,2013,70000,Petrol,Hyundai
16761,Maruti Swift AMT,645000,2018,45000,Petrol,Maruti
16762,Maruti Eeco CNG,325000,2013,72000,CNG,Maruti
16763,Maruti Vitara Brezza,985000,2018,25000,Diesel,Maruti
16764,Renault Duster 110PS,1050000,2016,50000,Diesel,Renault
16765,Mercedes-Benz C-Class 220,850000,2010,75900,Diesel,Mercedes-Benz
16766,Renault Duster 85PS,497000,2015,68000,Diesel,Renault
16767,Hyundai i20 Active,751000,2017,68678,Diesel,Hyundai
16768,Mercedes-Benz E-Class E250,2450000,2015,33000,Diesel,Mercedes-Benz
16769,Hyundai i10 Magna,375000,2016,25166,Petrol,Hyundai
16770,Mercedes-Benz E-Class E,1349000,2012,50000,Petrol,Mercedes-Benz
16771,Skoda Yeti Ambiente,550000,2012,140451,Diesel,Skoda
16772,Honda City 1.5,275000,2009,65000,Petrol,Honda
16773,Tata Zest AMT,750000,2018,40000,Diesel,Tata
16774,Renault Duster 85PS,675000,2013,61000,Diesel,Renault
16775,Maruti Ciaz VXi,700000,2015,50000,Petrol,Maruti
16776,Hyundai EON Magna,275000,2016,20000,Petrol,Hyundai
16777,Honda City 1.5,390000,2009,80661,Petrol,Honda
16778,Mahindra KUV 100,275000,2016,70000,Petrol,Mahindra
16779,Toyota Innova 2.5,1175000,2013,160000,Diesel,Toyota
16780,Maruti 800 Std,50000,2001,70000,Petrol,Maruti
16781,Honda City i,525000,2015,51000,Petrol,Honda
16782,Hyundai Grand i10,550000,2018,35000,Petrol,Hyundai
16783,Mercedes-Benz E-Class E250,1299000,2011,55000,Diesel,Mercedes-Benz
16784,Maruti Swift VXi,291000,2010,27284,Petrol,Maruti
16785,Toyota Corolla Altis,1400000,2015,30000,Petrol,Toyota
16786,Maruti Ertiga ZXI,1059000,2019,9001,Petrol,Maruti
16787,Hyundai Santro Xing,120000,2008,80000,Petrol,Hyundai
16788,Mahindra Scorpio M2DI,275000,2007,74000,Diesel,Mahindra
16789,Audi A6 2.0,1250000,2012,90000,Diesel,Audi
16790,Land Rover Freelander,1750000,2013,100000,Diesel,others
16791,Volkswagen Jetta 2.0L,490000,2011,70000,Diesel,Volkswagen
16792,Toyota Innova 2.5,944999,2016,70000,Diesel,Toyota
16793,Hyundai i20 2015-2017,800000,2017,110000,Diesel,Hyundai
16794,Tata Zest AMT,600000,2016,35000,Diesel,Tata
16795,Maruti Vitara Brezza,975000,2018,20180,Diesel,Maruti
16796,Maruti Swift Ldi,369000,2012,79000,Diesel,Maruti
16797,Maruti Swift Dzire,270000,2011,170000,Diesel,Maruti
16798,Tata Safari Storme,625000,2015,50000,Diesel,Tata
16799,Volkswagen Ameo 1.2,599000,2016,21696,Petrol,Volkswagen
16800,Hyundai Creta 1.6,1360000,2019,65972,Diesel,Hyundai
16801,Mahindra Xylo E4,380000,2011,78000,Diesel,Mahindra
16802,Maruti Vitara Brezza,751000,2016,65000,Diesel,Maruti
16803,Renault KWID RXT,365000,2016,26957,Petrol,Renault
16804,Toyota Etios GD,660000,2016,61000,Diesel,Toyota
16805,Honda City VTEC,235000,2008,91000,Petrol,Honda
16806,Maruti Baleno Sigma,550000,2019,10000,Petrol,Maruti
16807,Tata Sumo CX,240000,2012,220000,Diesel,Tata
16808,Maruti Swift VDI,405000,2014,25000,Diesel,Maruti
16809,Hyundai Grand i10,500000,2016,20000,Petrol,Hyundai
16810,Tata Sumo GX,350000,2011,150000,Diesel,Tata
16811,Hyundai i20 Sportz,425000,2013,50000,Petrol,Hyundai
16812,Honda Amaze S,475000,2016,40000,Petrol,Honda
16813,Maruti Alto LX,120000,2008,110000,Petrol,Maruti
16814,Honda WR-V i-DTEC,785000,2017,62736,Diesel,Honda
16815,Hyundai i20 Magna,495000,2014,48100,Petrol,Hyundai
16816,Maruti Vitara Brezza,942000,2019,15000,Diesel,Maruti
16817,Hyundai Xcent 1.2,585000,2015,43798,Petrol,Hyundai
16818,Maruti Ertiga 1.5,550000,2013,55000,Diesel,Maruti
16819,Hyundai i20 Asta,552000,2014,49000,Petrol,Hyundai
16820,Tata Hexa XE,1100000,2018,10000,Diesel,Tata
16821,Maruti Swift Dzire,350000,2008,115000,Diesel,Maruti
16822,Hyundai i10 Sportz,280000,2013,45000,Petrol,Hyundai
16823,Maruti Alto K10,195000,2010,425785,Petrol,Maruti
16824,Maruti Swift VXI,610000,2019,7000,Petrol,Maruti
16825,Maruti Vitara Brezza,750000,2017,45000,Diesel,Maruti
16826,Mercedes-Benz CLA 200,2585000,2016,26160,Petrol,Mercedes-Benz
16827,Maruti Swift ZXi,470000,2013,51200,Petrol,Maruti
16828,Renault Duster 85PS,680000,2016,140000,Diesel,Renault
16829,Mercedes-Benz E-Class E350,1996000,2012,23000,Petrol,Mercedes-Benz
16830,Maruti Swift AMT,645000,2018,25000,Petrol,Maruti
16831,Maruti Vitara Brezza,900000,2019,31000,Diesel,Maruti
16832,Hyundai i20 1.2,200000,2010,70000,Petrol,Hyundai
16833,Hyundai Verna 1.4,655000,2016,35000,Diesel,Hyundai
16834,Hyundai EON Era,305000,2013,23000,Petrol,Hyundai
16835,Tata Nano XTA,270000,2016,8000,Petrol,Tata
16836,Hyundai Elantra 2.0,850000,2015,50000,Petrol,Hyundai
16837,Tata Safari 2005-2017,450000,2012,72000,Diesel,Tata
16838,Hyundai Creta 1.4,830000,2017,70000,Diesel,Hyundai
16839,Hyundai Santro Xing,235000,2013,50000,Petrol,Hyundai
16840,Maruti S-Cross 2017-2020,880000,2018,67000,Diesel,Maruti
16841,Maruti Swift Dzire,300000,2012,120000,Diesel,Maruti
16842,Jeep Compass 2.0,1625000,2017,43726,Diesel,others
16843,Mercedes-Benz CLA 200,2121000,2016,63000,Petrol,Mercedes-Benz
16844,Maruti Wagon R,300000,2011,97319,Petrol,Maruti
16845,Tata Safari Storme,550000,2015,145000,Diesel,Tata
16846,Mahindra Scorpio S10,850000,2015,48000,Diesel,Mahindra
16847,Skoda Octavia 1.8,2195000,2018,29454,Petrol,Skoda
16848,Hyundai i20 1.4,700000,2018,35000,Diesel,Hyundai
16849,Honda City i,850000,2017,19000,Petrol,Honda
16850,Maruti Alto 800,235000,2015,49000,Petrol,Maruti
16851,Hyundai Verna 1.6,160000,2009,78666,Diesel,Hyundai
16852,Hyundai i10 D-Lite,450000,2016,44633,Petrol,Hyundai
16853,Hyundai i20 1.2,425000,2010,80000,Petrol,Hyundai
16854,Hyundai Grand i10,625000,2017,29945,Petrol,Hyundai
16855,Hyundai Grand i10,400000,2013,31178,Petrol,Hyundai
16856,Hyundai Creta 1.6,1100000,2017,19543,Petrol,Hyundai
16857,Maruti Ciaz 1.4,740000,2017,26000,Petrol,Maruti
16858,Volkswagen Polo 2015-2019,795000,2016,29000,Petrol,Volkswagen
16859,Hyundai Verna 1.6,509999,2013,48000,Petrol,Hyundai
16860,Hyundai Creta 1.6,840000,2016,48000,Petrol,Hyundai
16861,Maruti SX4 ZDI,375000,2011,120000,Diesel,Maruti
16862,Maruti Baleno Delta,600000,2018,50000,Petrol,Maruti
16863,Hyundai i10 Sportz,250000,2011,68000,Petrol,Hyundai
16864,Ford Figo 1.5P,535000,2016,27000,Petrol,Ford
16865,Toyota Etios GD,530000,2014,60000,Diesel,Toyota
16866,Chevrolet Sail Hatchback,280000,2014,30000,Petrol,Chevrolet
16867,Hyundai Verna 1.6,409999,2012,68000,Petrol,Hyundai
16868,Toyota Innova Crysta,1895000,2016,61667,Diesel,Toyota
16869,Mahindra KUV100 NXT,470000,2018,15000,Petrol,Mahindra
16870,Maruti Celerio VXI,429000,2016,18540,Petrol,Maruti
16871,BMW 5 Series,5800000,2018,16000,Diesel,BMW
16872,Hyundai i20 Asta,635000,2015,48000,Diesel,Hyundai
16873,Ford Figo Aspire,425000,2017,120000,Diesel,Ford
16874,Toyota Innova Crysta,1650000,2017,36639,Diesel,Toyota
16875,Skoda Superb Elegance,350000,2009,98000,Diesel,Skoda
16876,Maruti Swift AMT,835000,2018,18000,Diesel,Maruti
16877,Maruti Alto 800,170000,2016,143000,Petrol,Maruti
16878,Mahindra KUV100 NXT,680000,2018,40000,Diesel,Mahindra
16879,Maruti Wagon R,260000,2011,78562,Petrol,Maruti
16880,Honda City i,795000,2015,54000,Petrol,Honda
16881,Tata Zest Revotron,459999,2014,32281,Petrol,Tata
16882,Maruti Alto 800,250000,2013,80000,Petrol,Maruti
16883,Maruti Swift Dzire,470000,2017,41000,Diesel,Maruti
16884,Volkswagen Polo 2015-2019,650000,2015,63000,Diesel,Volkswagen
16885,Mini Cooper 3,3200000,2018,8000,Petrol,others
16886,Maruti Ciaz ZDi,815000,2017,44000,Diesel,Maruti
16887,Maruti Alto LXi,275000,2012,65535,Petrol,Maruti
16888,Maruti SX4 ZDI,400000,2011,67000,Diesel,Maruti
16889,Hyundai i20 2015-2017,580000,2017,35000,Diesel,Hyundai
